,Numerical,,Extra Notes
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image64.jpg,6,8,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image279.jpg,7,8,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1816.jpg,8,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1802.jpg,7,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image70.jpg,10,10,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image58.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image245.jpg,8,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1194.jpg,8,9,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image523.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image537.jpg,9,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1180.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image251.jpg,8,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image906.jpg,10,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1369.jpg,6,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image912.jpg,8,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1433.jpg,1,9,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1355.jpg,10,8,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1341.jpg,10,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1427.jpg,9,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image709.jpg,10,9,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image721.jpg,3,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1396.jpg,1,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1382.jpg,8,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image735.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image872.jpg,1,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1209.jpg,9,10,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image866.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1547.jpg,8,8,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image696.jpg,6,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1221.jpg,1,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1235.jpg,10,8,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image682.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1553.jpg,4,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image669.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image9.jpg,4,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image655.jpg,3,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1584.jpg,1,8,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image133.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image127.jpg,2,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1590.jpg,3,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image641.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image899.jpg,7,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1779.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1023.jpg,5,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image494.jpg,8,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1745.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1751.jpg,7,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image480.jpg,5,8,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1037.jpg,7,10,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image319.jpg,8,9,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image331.jpg,9,9,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1786.jpg,1,8,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image457.jpg,1,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image443.jpg,9,8,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1792.jpg,4,9,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image325.jpg,2,9,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image455.jpg,4,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1784.jpg,8,8,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image333.jpg,7,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image327.jpg,9,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1790.jpg,5,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image441.jpg,7,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image469.jpg,7,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1747.jpg,7,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image496.jpg,4,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1021.jpg,4,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1035.jpg,3,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image482.jpg,8,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1753.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1009.jpg,1,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image131.jpg,3,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1586.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image657.jpg,6,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image643.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1592.jpg,6,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image125.jpg,7,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image119.jpg,9,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1223.jpg,7,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image694.jpg,10,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1545.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1551.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image680.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image858.jpg,10,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1237.jpg,4,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1579.jpg,5,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image870.jpg,7,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image864.jpg,8,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1394.jpg,6,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image723.jpg,3,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image737.jpg,6,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1380.jpg,9,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1357.jpg,4,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image938.jpg,7,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1431.jpg,6,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1425.jpg,3,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1343.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image904.jpg,5,6,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image910.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1419.jpg,2,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image521.jpg,4,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1828.jpg,5,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1196.jpg,5,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image247.jpg,8,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image253.jpg,4,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1182.jpg,3,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image535.jpg,6,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1814.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image66.jpg,5,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image72.jpg,4,6,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image509.jpg,5,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1800.jpg,5,6,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1633.jpg,1,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image284.jpg,5,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image99.jpg,8,6,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1155.jpg,1,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1141.jpg,4,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image290.jpg,3,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1627.jpg,3,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1169.jpg,5,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1168.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image291.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1140.jpg,5,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1626.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1632.jpg,9,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1154.jpg,3,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image98.jpg,8,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image285.jpg,1,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image73.jpg,10,8,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1801.jpg,2,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image508.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1815.jpg,10,8,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image67.jpg,6,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1183.jpg,5,6,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image252.jpg,3,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image534.jpg,6,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1829.jpg,4,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image520.jpg,10,9,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image246.jpg,3,6,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1197.jpg,6,6,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1418.jpg,3,8,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image911.jpg,5,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image905.jpg,3,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1424.jpg,4,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1342.jpg,7,6,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1356.jpg,6,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1430.jpg,6,6,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image939.jpg,3,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image736.jpg,2,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1381.jpg,2,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1395.jpg,4,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image722.jpg,5,6,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image865.jpg,6,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image871.jpg,5,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1578.jpg,5,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image859.jpg,5,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image681.jpg,6,6,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1550.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1236.jpg,5,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1222.jpg,4,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1544.jpg,3,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image695.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image118.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1593.jpg,2,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image642.jpg,7,6,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image124.jpg,3,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image130.jpg,4,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image656.jpg,2,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1587.jpg,5,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1008.jpg,2,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1034.jpg,5,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1752.jpg,1,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image483.jpg,5,6,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image497.jpg,3,6,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1746.jpg,5,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1020.jpg,3,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image468.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image326.jpg,4,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image440.jpg,2,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1791.jpg,1,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1785.jpg,3,8,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image454.jpg,3,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image332.jpg,2,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image369.jpg,3,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image433.jpg,8,6,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image355.jpg,2,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1084.jpg,3,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1090.jpg,2,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image341.jpg,5,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image427.jpg,2,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1709.jpg,6,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1721.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1047.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image396.jpg,5,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image382.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1053.jpg,2,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1735.jpg,1,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image619.jpg,3,6,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1286.jpg,2,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image157.jpg,4,8,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image631.jpg,6,8,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image625.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image143.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1292.jpg,4,6,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1279.jpg,2,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image816.jpg,3,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image802.jpg,6,6,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image194.jpg,2,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1245.jpg,5,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1523.jpg,4,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1537.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1251.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image180.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image779.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image745.jpg,2,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1494.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1480.jpg,3,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image751.jpg,5,8,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image989.jpg,2,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image962.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image976.jpg,2,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1319.jpg,2,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1331.jpg,3,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1457.jpg,5,6,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image786.jpg,2,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image792.jpg,5,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1443.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1325.jpg,1,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image14.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image209.jpg,3,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1696.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image547.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image221.jpg,5,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image28.jpg,4,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image235.jpg,3,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image553.jpg,3,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1682.jpg,3,6,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1669.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image584.jpg,2,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1655.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1133.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1127.jpg,5,10,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1641.jpg,1,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image590.jpg,7,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1126.jpg,5,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image591.jpg,1,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1640.jpg,2,6,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1654.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image585.jpg,3,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1132.jpg,7,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1668.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image234.jpg,2,6,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image29.jpg,4,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1683.jpg,5,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image552.jpg,5,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image546.jpg,1,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1697.jpg,1,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image220.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image208.jpg,2,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image15.jpg,1,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1442.jpg,2,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image793.jpg,1,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1324.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1330.jpg,3,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image787.jpg,1,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1456.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image977.jpg,2,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1318.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image963.jpg,3,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image988.jpg,2,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image750.jpg,1,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1481.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1495.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image744.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image778.jpg,1,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1536.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image181.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1250.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1244.jpg,1,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image195.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1522.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image803.jpg,1,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1278.jpg,1,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image817.jpg,5,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image624.jpg,4,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1293.jpg,5,8,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image142.jpg,5,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image156.jpg,4,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1287.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image630.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image618.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1052.jpg,4,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image383.jpg,8,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1734.jpg,3,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1720.jpg,2,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image397.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1046.jpg,3,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1708.jpg,7,7,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image340.jpg,1,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1091.jpg,1,5,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image426.jpg,7,8,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image432.jpg,5,8,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1085.jpg,4,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image354.jpg,4,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image368.jpg,1,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image418.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image424.jpg,8,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1093.jpg,3,4,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image342.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image356.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1087.jpg,7,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image430.jpg,9,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1078.jpg,2,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1736.jpg,6,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image381.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1050.jpg,2,3,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1044.jpg,7,2,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image395.jpg,3,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1722.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image168.jpg,1,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image140.jpg,6,1,
https://humor-dataset.s3.us-east-2.amazonaws.com/Renamed/image1291.jpg,1,1,
